date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:36	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:36%20GMT	https://bulabosjr.wixsite.com/rb_wixui.thunderbolt~bootstrap-classic.517d63bb.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/rb_wixui.thunderbolt_bootstrap-classic.517d63bb.chunk.min.js	(from https://bulabosjr.wixsite.com/ws-3)
15:08:36	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:36%20GMT	https://bulabosjr.wixsite.com/version/	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/version/index.html	(from https://bulabosjr.wixsite.com/ws-3)
15:08:36	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:36%20GMT	https://bulabosjr.wixsite.com/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://bulabosjr.wixsite.com/ws-3)
15:08:36	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:36%20GMT	https://bulabosjr.wixsite.com/rb_wixui.thunderbolt~bootstrap-responsive.ac4697aa.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/rb_wixui.thunderbolt_bootstrap-responsive.ac4697aa.chunk.min.js	(from https://bulabosjr.wixsite.com/ws-3)
15:08:36	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:36%20GMT	https://bulabosjr.wixsite.com/rb_wixui.thunderbolt~bootstrap.5641211f.chunk.min.css	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/rb_wixui.thunderbolt_bootstrap.5641211f.chunk.min.css	(from https://bulabosjr.wixsite.com/ws-3)
15:08:37	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:37%20GMT	https://bulabosjr.wixsite.com/rb_wixui.thunderbolt~bootstrap.cbe8dd54.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/rb_wixui.thunderbolt_bootstrap.cbe8dd54.chunk.min.js	(from https://bulabosjr.wixsite.com/ws-3)
15:08:37	2284/2284	---M--	200	added ('OK')	image/png	etag:%2279be6e1bcd0bce1f38ac3ac5bbe57a8e%22	https://static.wixstatic.com/media/4ae581_6cb10720939c405695aa6679654aae96~mv2.png/v1/fill/w_84,h_84,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/GreekMyth-zeus-bold-400w.png	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_6cb10720939c405695aa6679654aae96_mv2.png/v1/fill/w_84,h_84,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/GreekMyth-zeus-bold-400w.png	(from https://bulabosjr.wixsite.com/ws-3)
15:08:37	251492/251492	---MCZ	200	added ('OK')	text/html	etag:W/%22cd678b03cdb279430ff17be6b7c8938c%22	https://bulabosjr.wixsite.com/ws-3/gallery	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/gallery.html	(from https://bulabosjr.wixsite.com/ws-3)
15:08:38	4421/4421	---M--	200	added ('OK')	image/jpeg	etag:%221a00185980cf2255ad4c06d1b3d626b0%22	https://static.wixstatic.com/media/4ae581_24b32460cef7466da68c111f55c0507e~mv2.jpg/v1/fill/w_245,h_99,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/4ae581_24b32460cef7466da68c111f55c0507e~mv2.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_24b32460cef7466da68c111f55c0507e_mv2.jpg/v1/fill/w_245,h_99,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/4ae581_24b32460cef7466da68c111f55c0507e_mv2.jpg	(from https://bulabosjr.wixsite.com/ws-3)
15:08:38	5494/5494	---M--	200	added ('OK')	image/jpeg	etag:%2289009bd09efc57fc0c5d146f76fedf1d%22	https://static.wixstatic.com/media/4ae581_581ca03fc0374e33b7b0e5e434277438~mv2.jpg/v1/fill/w_186,h_120,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/photo-1518081461904-9d8f136351c2.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_581ca03fc0374e33b7b0e5e434277438_mv2.jpg/v1/fill/w_186,h_120,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/photo-1518081461904-9d8f136351c2.jpg	(from https://bulabosjr.wixsite.com/ws-3)
15:08:38	233673/233673	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:08:38%20GMT	https://bulabosjr.wixsite.com/ws-3/about	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/about.html	(from https://bulabosjr.wixsite.com/ws-3)
15:08:38	2489/2489	---M--	200	added ('OK')	image/jpeg	etag:%22d353f87d2cadbe6ce6a3b9abf70e7270%22	https://static.wixstatic.com/media/4ae581_d70ef815fcd1486c88bd7037c020547e~mv2.jpg/v1/fill/w_154,h_86,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/dannie-jing-3GZlhROZIQg-unsplash-scaled-e1620701652106.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_d70ef815fcd1486c88bd7037c020547e_mv2.jpg/v1/fill/w_154,h_86,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/dannie-jing-3GZlhROZIQg-unsplash-scaled-e1620701652106.1b.delay	(from https://bulabosjr.wixsite.com/ws-3)
15:08:39	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:39%20GMT	https://bulabosjr.wixsite.com/ws-3/decodeURIComponent(e	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/decodeURIComponent(e	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:39	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:39%20GMT	https://bulabosjr.wixsite.com/ws-3/robots.txt	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/robots.txt	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:40	284/284	---M--	200	added ('OK')	text/xml	date:Thu,%2012%20May%202022%2007:08:40%20GMT	https://bulabosjr.wixsite.com/ws-3/sitemap.xml	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/sitemap.xml	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:40	2936/2936	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:40%20GMT	https://bulabosjr.wixsite.com/ws-3/feed.xml	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/feed.xml	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:40	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:40%20GMT	https://bulabosjr.wixsite.com/ws-3/5b26625f.min.css	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/5b26625f.min.css	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:40	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:41%20GMT	https://bulabosjr.wixsite.com/ws-3/cbe8dd54.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/cbe8dd54.chunk.min.js	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:41	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:41%20GMT	https://bulabosjr.wixsite.com/ws-3/ac4697aa.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/ac4697aa.chunk.min.js	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:41	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:41%20GMT	https://bulabosjr.wixsite.com/ws-3/version/	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/version/index.html	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:41	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:41%20GMT	https://bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt~bootstrap-classic.517d63bb.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt_bootstrap-classic.517d63bb.chunk.min.24.delayed	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:41	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:41%20GMT	https://bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:41	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:42%20GMT	https://bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt~bootstrap-responsive.ac4697aa.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt_bootstrap-responsive.ac4697aa.chunk.min.js	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:42	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:42%20GMT	https://bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt~bootstrap.5641211f.chunk.min.css	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt_bootstrap.5641211f.chunk.min.css	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:42	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:42%20GMT	https://bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt~bootstrap.cbe8dd54.chunk.min.js	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/rb_wixui.thunderbolt_bootstrap.cbe8dd54.chunk.min.js	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:42	2787/2787	---M--	200	added ('OK')	image/jpeg	etag:%22aab9be3c818e6959c17e80a1441cf333%22	https://static.wixstatic.com/media/4ae581_b63f0581ca2a4b43a3349198607de4aa~mv2.jpg/v1/fill/w_215,h_44,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/4ae581_b63f0581ca2a4b43a3349198607de4aa~mv2.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_b63f0581ca2a4b43a3349198607de4aa_mv2.jpg/v1/fill/w_215,h_44,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/4ae581_b63f0581ca2a4b43a3349198607de4aa_mv2.jpg	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:42	36453/36453	---M--	200	added ('OK')	image/png	etag:%2252efa7c3ab16d36a6dd0e04ff968ab2a%22	https://static.wixstatic.com/media/4ae581_801fed9c62e349c2abd886ea891328cb~mv2.png/v1/fill/w_121,h_140,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/image_2022-05-12_095015311.png	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_801fed9c62e349c2abd886ea891328cb_mv2.png/v1/fill/w_121,h_140,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/image_2022-05-12_095015311.png	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:43	4033/4033	---M--	200	added ('OK')	image/jpeg	etag:%22ebb658d3063ce81701f7ce12927a6374%22	https://static.wixstatic.com/media/4ae581_80a3851aabb34e24a60458665b47e94b~mv2.jpg/v1/fill/w_184,h_110,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/image_2022-05-12_113158546.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_80a3851aabb34e24a60458665b47e94b_mv2.jpg/v1/fill/w_184,h_110,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/image_2022-05-12_113158546.jpg	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:43	6975/6975	---M--	200	added ('OK')	image/jpeg	etag:%2231851d3b1e8af2004be1101ab75a6a44%22	https://static.wixstatic.com/media/4ae581_2ba60850a7124c5bbea78a02df972e3a~mv2.jpg/v1/fill/w_196,h_346,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/Lady_Justice-1161729959m.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_2ba60850a7124c5bbea78a02df972e3a_mv2.jpg/v1/fill/w_196,h_346,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/Lady_Justice-1161729959m.jpg	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:43	7695/7695	---M--	200	added ('OK')	image/jpeg	etag:%223a823ed4a091df917ff54fdb5c2f77cd%22	https://static.wixstatic.com/media/4ae581_b66d2e32fce0472b97519adc4eea2b9e~mv2.jpg/v1/fill/w_191,h_336,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/Pandora_-_John_William_Waterhouse.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_b66d2e32fce0472b97519adc4eea2b9e_mv2.jpg/v1/fill/w_191,h_336,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/Pandora_-_John_William_Waterhouse.jpg	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:44	4166/4166	---M--	200	added ('OK')	image/jpeg	etag:%2246812b5e1f69cee6d07e526f89afdaaf%22	https://static.wixstatic.com/media/4ae581_af19a3e8282547d89f8960dd5a3b5412~mv2.jpg/v1/fill/w_139,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/unnamed.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_af19a3e8282547d89f8960dd5a3b5412_mv2.jpg/v1/fill/w_139,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/unnamed.jpg	(from https://bulabosjr.wixsite.com/ws-3/gallery)
15:08:44	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:08:44%20GMT	https://bulabosjr.wixsite.com/ws-3/d078781b.min.css	C:/Users/bulab/Desktop/Website/ArtAppReal/bulabosjr.wixsite.com/ws-3/d078781b.min.css	(from https://bulabosjr.wixsite.com/ws-3/about)
15:08:44	1838/1838	---M--	200	added ('OK')	image/jpeg	etag:%22a6962e75c0e82a406e9f71644e8207e9%22	https://static.wixstatic.com/media/4ae581_7c4be06c82124f0783ccda2ac3e2034b~mv2.jpg/v1/fill/w_164,h_44,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/4ae581_7c4be06c82124f0783ccda2ac3e2034b~mv2.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_7c4be06c82124f0783ccda2ac3e2034b_mv2.jpg/v1/fill/w_164,h_44,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/4ae581_7c4be06c82124f0783ccda2ac3e2034b_mv2.jpg	(from https://bulabosjr.wixsite.com/ws-3/about)
15:08:44	4582/4582	---M--	200	added ('OK')	image/jpeg	etag:%228cb016a41877b6a767f4e50340193d92%22	https://static.wixstatic.com/media/4ae581_f02af112dc5049ddbe97f8954999a819~mv2.jpg/v1/crop/x_43,y_97,w_1656,h_1656/fill/w_154,h_154,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/DSC06892_edited.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_f02af112dc5049ddbe97f8954999a819_mv2.jpg/v1/crop/x_43,y_97,w_1656,h_1656/fill/w_154,h_154,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/DSC06892_edited.jpg	(from https://bulabosjr.wixsite.com/ws-3/about)
15:08:45	3643/3643	---M--	200	added ('OK')	image/jpeg	etag:%22922d067cafdf3be82e49a746b2dd2ab5%22	https://static.wixstatic.com/media/4ae581_8e9cb48fe7244191bb75ad2752c97673~mv2.jpg/v1/fill/w_159,h_159,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/IMG_20201127_094756_365.jpg	C:/Users/bulab/Desktop/Website/ArtAppReal/static.wixstatic.com/media/4ae581_8e9cb48fe7244191bb75ad2752c97673_mv2.jpg/v1/fill/w_159,h_159,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/IMG_20201127_094756_365.jpg	(from https://bulabosjr.wixsite.com/ws-3/about)
